title,address,bed,bath,toilet,pkn_space,price
4 bedroom semi-detached duplex for sale,"Diamond Estate, Sangotedo, Ajah, Lagos",4Bedrooms,5Bathrooms,5Toilets,4Parking Spaces,"55,000,000"
4 bedroom detached duplex for sale,"Ikota Villa Estate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"90,000,000"
5 bedroom detached duplex for sale,"Ikate Elegushi, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"160,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"600,000,000"
4 bedroom terraced duplex for sale,"Off Bisola Durosimi Etti Street, Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"145,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"140,000,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"135,000,000"
5 bedroom detached duplex for sale,"Marwa, Lekki Phase 1, Lekki, Lagos",5Bedrooms,6Bathrooms,5Toilets,7Parking Spaces,"170,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate Axis, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"80,000,000"
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"160,000,000"
4 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"280,000,000"
4 bedroom terraced duplex for sale,"Agungi, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"60,000,000"
3 bedroom terraced duplex for sale,"2nd Toll Gate, Lekki, Lagos",3Bedrooms,3Bathrooms,5Toilets,4Parking Spaces,"38,000,000"
5 bedroom detached duplex for sale,"Chevron Drive., Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"120,000,000"
4 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,Save,,,"58,000,000"
4 bedroom semi-detached duplex for sale,"Agungi, Ologolo, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"500,000,000"
5 bedroom detached duplex for sale,"Pinnock Beach, Osapa, Lekki, Lagos",5Bedrooms,Save,,,"290,000,000"
5 bedroom detached duplex for sale,"Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"180,000,000"
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos",4Bedrooms,5Toilets,Save,,"85,000,000"
6 bedroom detached duplex for sale,"Magodo Isheri, Lagos, Olowora, Magodo, Lagos",6Bedrooms,6Bathrooms,7Toilets,Save,"150,000,000"
2 bedroom terraced duplex for sale,"Agungi, Ologolo, Lekki, Lagos",2Bedrooms,3Bathrooms,3Toilets,10Parking Spaces,"35,000,000"
3 bedroom terraced duplex for sale,"Harris Crescent Road, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,Save,"37,000,000"
5 bedroom detached duplex for sale,"Parkview, Ikoyi, Lagos",5Bedrooms,Save,,,"600,000,000"
3 bedroom terraced duplex for sale,"Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"37,000,000"
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"70,000,000"
4 bedroom terraced duplex for sale,"Ologolo, Lekki, Lagos",4Bedrooms,5Toilets,Save,,"65,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"370,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"370,000,000"
5 bedroom detached duplex for sale,"Pinnock Beach Estate, Osapa, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"290,000,000"
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"85,000,000"
4 bedroom detached duplex for sale,"Megamound Estate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"190,000,000"
4 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"85,000,000"
4 bedroom detached duplex for sale,"Ologolo, Lekki, Lagos",4Bedrooms,Save,,,"75,000,000"
4 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"250,000,000"
5 bedroom detached duplex for sale,"Pinnock Beach Estate, Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"250,000,000"
4 bedroom semi-detached duplex for sale,"Victoria Garden City, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"180,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"190,000,000"
5 bedroom detached duplex for sale,"Off Durosimi Etti, Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,8Parking Spaces,"250,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"200,000,000"
5 bedroom semi-detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"450,000,000"
3 bedroom semi-detached duplex for sale,"Lekky County, Ikota, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,Save,"55,000,000"
4 bedroom terraced duplex for sale,"Ikate Elegushi, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"82,000,000"
8 bedroom terraced duplex for sale,"Cmd Road, Apapa, Lagos",8Bedrooms,Save,,,"290,000,000"
4 bedroom semi-detached duplex for sale,"Orchid, Lekki Phase 2, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom house for sale,"Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,4Parking Spaces,"75,000,000"
3 bedroom block of flats for sale,"Sangotedo, Sangotedo, Ajah, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"22,500,000"
4 bedroom detached duplex for sale,"Ikota Villa, Ikota, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,5Parking Spaces,"85,000,000"
5 bedroom detached duplex for sale,"Omole Phase 1, Ikeja, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"250,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,8Bathrooms,7Toilets,6Parking Spaces,"260,000,000"
Block of flats for sale,"Awolowo Way Ikeja Lagos, Ikeja, Lagos",671sqmTotal Area,671sqmCovered Area,Save,,"250,000,000"
5 bedroom detached duplex for sale,"Ikota Villa, Ikota, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,5Parking Spaces,"100,000,000"
6 bedroom detached duplex for sale,"Lake View Estate, VGC, Lekki, Lagos",6Bedrooms,6Bathrooms,7Toilets,6Parking Spaces,"180,000,000"
4 bedroom semi-detached duplex for sale,"Off Orchid Road, Lekki, Lekki, Lagos",4Bedrooms,3Bathrooms,3Toilets,Save,"70,000,000"
5 bedroom detached duplex for sale,"Parkview Estate, Parkview, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"600,000,000"
4 bedroom detached duplex for sale,"Spg Road, Ologolo, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,4Parking Spaces,"98,000,000"
2 bedroom terraced bungalow for sale,"The Ace, Epe, Lagos",2Bedrooms,3Bathrooms,3Toilets,Save,"13,500,000"
5 bedroom detached duplex for sale,"Lekki Phase1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"285,000,000"
Block of flats for sale,"Ahmadu Bello Way, Victoria Island (VI), Lagos",3Bathrooms,4Toilets,2Parking Spaces,Save,"7,200,000"
4 bedroom terraced duplex for sale,"Ikate,lekki,lagos, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"90,000,000"
4 bedroom detached duplex for sale,"Megamound Estate, Lekki County Homes, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"125,000,000"
3 bedroom block of flats for sale,"Oribanwa, Ibeju-lekki Expressway, Lagos, Ibeju Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,Save,"16,740,000"
5 bedroom detached duplex for sale,"Ikota, Lekki, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"105,000,000"
4 bedroom house for sale,"Ikota Gra, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,4Toilets,Save,"76,000,000"
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"110,000,000"
3 bedroom house for sale,"Victoria Island (VI), Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"185,000,000"
4 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"85,000,000"
2 bedroom terraced bungalow for sale,"Ibonwon, Epe., Epe, Lagos",2Bedrooms,2Bathrooms,2Toilets,2Parking Spaces,"13,500,000"
5 bedroom semi-detached duplex for sale,"GRA, Isheri North, Lagos",5Bedrooms,6Bathrooms,7Toilets,5Parking Spaces,"80,000,000"
4 bedroom semi-detached duplex for sale,"Ajah, Ajah, Lagos",4Bedrooms,4Bathrooms,4Toilets,Save,"50,000,000"
4 bedroom semi-detached duplex for sale,"La Maison Estate, Ikota Gra, Ikota Villa Estate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"70,000,000"
5 bedroom detached duplex for sale,"Osapa London, Osapa, Lekki, Lagos",5Bedrooms,Save,,,"260,000,000"
4 bedroom semi-detached duplex for sale,"VGC, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"65,000,000"
5 bedroom detached duplex for sale,"Chevron, Lekki Phase 2, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"120,000,000"
4 bedroom detached duplex for sale,"Orchid Estate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"75,000,000"
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,4Parking Spaces,"70,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"320,000,000"
Block of flats for sale,"Ejo Bus Stop, Igando, Ikotun, Lagos",,Save,,,"27,000,000"
4 bedroom semi-detached duplex for sale,"Omole Phase 2, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"57,000,000"
3 bedroom terraced duplex for sale,"Ikate Elegushi, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"53,000,000"
4 bedroom semi-detached duplex for sale,"GRA Phase 1, Magodo, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"75,000,000"
3 bedroom house for sale,"1004 Estate, Victoria Island (VI), Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"65,000,000"
4 bedroom semi-detached duplex for sale,"Parkview, Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"230,000,000"
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,3Parking Spaces,"80,000,000"
4 bedroom semi-detached duplex for sale,"By Chevron Toll Gate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"80,000,000"
4 bedroom semi-detached duplex for sale,"2nd Tollgate, Lekki Phase 2, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"76,000,000"
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,3Parking Spaces,"60,000,000"
3 bedroom terraced duplex for sale,"2nd Tollgate, Lekki Phase 2, Lekki, Lagos",3Bedrooms,3Bathrooms,3Toilets,2Parking Spaces,"62,000,000"
4 bedroom terraced duplex for sale,"2nd Toll Gate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"53,000,000"
1 bedroom block of flats for sale,"Bloom Heaven Residences, Ikate, Lekki, Lagos",1Bedroom,2Bathrooms,2Toilets,Save,"35,000,000"
3 bedroom block of flats for sale,"Victoria Island (VI), Lagos",3Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"160,000,000"
1 bedroom block of flats for sale,"Mijl Residences And Villas Opposite Nicon Town, Lekki, Lagos",1Bedroom,1Bathroom,1Toilet,Save,"30,000,000"
4 bedroom semi-detached duplex for sale,"Road By Domino's Pizza, Agungi, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"63,000,000"
4 bedroom terraced duplex for sale,"Ocean Bay Estate, Along Orchid Hotel Road, Lekki, Lagos",4Bedrooms,4Bathrooms,6Toilets,2Parking Spaces,"57,000,000"
4 bedroom house for sale,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"145,000,000"
4 bedroom terraced duplex for sale,"2nd Toll Gate, Lekki, Lagos",4Bedrooms,4Bathrooms,6Toilets,4Parking Spaces,"40,000,000"
4 bedroom detached duplex for sale,"Orchid Road, Ikota, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"95,000,000"
3 bedroom terraced duplex for sale,"2nd Toll Gate, Lekki, Lagos",3Bedrooms,3Bathrooms,5Toilets,4Parking Spaces,"38,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,7Bathrooms,7Toilets,5Parking Spaces,"100,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"220,000,000"
5 bedroom semi-detached duplex for sale,"Chevron Alternative Route, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"130,000,000"
5 bedroom terraced duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,2Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Chevy View Estate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"120,000,000"
4 bedroom terraced duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,6Bathrooms,5Toilets,2Parking Spaces,"52,000,000"
4 bedroom terraced duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"50,000,000"
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,3Parking Spaces,"45,000,000"
5 bedroom detached duplex for sale,"Oral Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"120,000,000"
5 bedroom semi-detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"485,000,000"
4 bedroom house for sale,"Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"90,000,000"
4 bedroom detached duplex for sale,"Ajah, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"75,000,000"
5 bedroom detached duplex for sale,"Ajah, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"60,000,000"
4 bedroom terraced duplex for sale,"Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"280,000,000"
4 bedroom terraced duplex for sale,"Amore Street Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"140,000,000"
2 bedroom terraced bungalow for sale,"Ibonwon, Epe, Lagos",2Bedrooms,2Bathrooms,3Toilets,2Parking Spaces,"13,500,000"
4 bedroom detached duplex for sale,"Orchid Road, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"78,000,000"
6 bedroom detached duplex for sale,"Old Ikoyi, Ikoyi, Lagos",6Bedrooms,6Bathrooms,7Toilets,Save,"1,400,000,000"
4 bedroom semi-detached duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"65,000,000"
4 bedroom house for sale,"Mojisola Onikoyi, Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"550,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"165,000,000"
4 bedroom terraced duplex for sale,"Orchid Road, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"55,000,000"
4 bedroom terraced duplex for sale,"Orchid Road, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"50,000,000"
4 bedroom semi-detached duplex for sale,"Orchid Road, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Ajah, Lagos",5Bedrooms,6Bathrooms,7Toilets,4Parking Spaces,"85,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,7Bathrooms,7Toilets,5Parking Spaces,"280,000,000"
5 bedroom detached duplex for sale,"Orchid Road, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"75,000,000"
3 bedroom residential land for sale,"Alhaji Makanjuola Street, Egbe, Lagos",3Bedrooms,3Toilets,Save,,"25,000,000"
5 bedroom detached duplex for sale,"Megamound, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"200,000,000"
4 bedroom semi-detached duplex for sale,"Ikota School, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"47,000,000"
4 bedroom terraced duplex for sale,"Ikota G.r.a, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"50,000,000"
4 bedroom detached duplex for sale,"Ikota G.r.a, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"90,000,000"
5 bedroom semi-detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"450,000,000"
4 bedroom semi-detached duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"70,000,000"
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"62,000,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"125,000,000"
4 bedroom house for sale,"Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"125,000,000"
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"95,000,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"130,000,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"130,000,000"
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,4Parking Spaces,"75,000,000"
4 bedroom terraced duplex for sale,"Orchid Road, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"47,000,000"
4 bedroom terraced duplex for sale,"Orchid, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"55,000,000"
4 bedroom terraced duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"55,000,000"
4 bedroom terraced duplex for sale,"Ikota Villa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"55,000,000"
4 bedroom semi-detached duplex for sale,"Ikota Villa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Megamound, Lekki, Lagos",5Bedrooms,4Bathrooms,6Toilets,6Parking Spaces,"180,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"165,000,000"
5 bedroom detached duplex for sale,"Megamound, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"110,000,000"
5 bedroom detached duplex for sale,"Ajah, Lagos",5Bedrooms,6Bathrooms,7Toilets,4Parking Spaces,"78,000,000"
4 bedroom semi-detached duplex for sale,"Amore Street Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"165,000,000"
5 bedroom detached duplex for sale,"Agungi, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"150,000,000"
4 bedroom semi-detached duplex for sale,"Ologolo, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"55,000,000"
4 bedroom detached duplex for sale,"Off Oba Ogunji Road, Aguda, Ogba, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"75,000,000"
5 bedroom semi-detached duplex for sale,"Megamound, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"100,000,000"
5 bedroom detached duplex for sale,"Megamound, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"190,000,000"
5 bedroom semi-detached duplex for sale,"Ikoyi, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"320,000,000"
4 bedroom semi-detached duplex for sale,"Chevron, Victoria Island (VI), Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"85,000,000"
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"110,000,000"
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"110,000,000"
4 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,2Parking Spaces,"120,000,000"
4 bedroom semi-detached duplex for sale,"Thomas Estate, Ajah, Lagos",4Bedrooms,5Bathrooms,5Toilets,4Parking Spaces,"45,000,000"
5 bedroom detached duplex for sale,"Omole Phase 1, Ikeja, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"250,000,000"
5 bedroom detached duplex for sale,"Omole Phase 1, Ikeja, Lagos",5Bedrooms,6Bathrooms,6Toilets,7Parking Spaces,"260,000,000"
2 bedroom block of flats for sale,"Agungi, Lekki, Lagos",2Bedrooms,2Bathrooms,3Toilets,2Parking Spaces,"40,000,000"
